GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
48654,245680359.0,2031810.0,94.858,0.784,44.457421,-84.137319
48655,244918758.0,4118095.0,94.564,1.59,43.294556,-84.159597
48656,344103576.0,13004522.0,132.859,5.021,44.341665,-84.450997
48657,159933051.0,13330938.0,61.75,5.147,43.706126,-84.41616
48658,210966759.0,15597817.0,81.455,6.022,43.975339,-83.936798
48659,206417514.0,786773.0,79.698,0.304,44.065548,-84.050783
48661,688186095.0,8202102.0,265.71,3.167,44.318406,-84.236213
48662,120533005.0,169388.0,46.538,0.065,43.409942,-84.41681
48667,852798.0,32178.0,0.329,0.012,43.602088,-84.233324
48701,109753301.0,12883019.0,42.376,4.974,43.586877,-83.557827
48703,113045072.0,11234443.0,43.647,4.338,44.063642,-83.675914
48705,228929711.0,1291634.0,88.39,0.499,44.695826,-83.656494
48706,173496058.0,18672188.0,66.987,7.209,43.599622,-83.950504
48708,72173930.0,2167737.0,27.867,0.837,43.55706,-83.84968
48710,1076945.0,0.0,0.416,0.0,43.556513,-83.987669
48720,82919144.0,8029245.0,32.015,3.1,43.838908,-83.342072
48721,71125954.0,5372893.0,27.462,2.074,44.808106,-83.33948
48722,44514624.0,315888.0,17.187,0.122,43.346724,-83.844762
48723,335026140.0,8803881.0,129.354,3.399,43.484961,-83.389457
48724,893791.0,273750.0,0.345,0.106,43.456815,-83.928244
48725,91890486.0,14778395.0,35.479,5.706,43.943956,-83.209593
48726,326887860.0,3737982.0,126.212,1.443,43.607392,-83.168024
48727,62339587.0,1499790.0,24.069,0.579,43.313344,-83.174586
48728,332930304.0,3197793.0,128.545,1.235,44.732391,-83.822784
48729,112334637.0,2536320.0,43.373,0.979,43.495939,-83.173779
48730,189741610.0,18609066.0,73.26,7.185,44.343486,-83.455677
48731,125900393.0,232824.0,48.61,0.09,43.843633,-83.15105
48732,63675662.0,16572535.0,24.585,6.399,43.612331,-83.789822
48733,127220142.0,2586166.0,49.12,0.999,43.534102,-83.593113
48734,105724724.0,590682.0,40.821,0.228,43.357562,-83.74851
48735,96601394.0,494162.0,37.298,0.191,43.667593,-83.270883
48737,264850099.0,9475179.0,102.259,3.658,44.545688,-83.685206
48738,28161997.0,7210265.0,10.873,2.784,44.550292,-83.331217
48739,241317628.0,13195832.0,93.173,5.095,44.370453,-83.844934
48740,175066796.0,26980727.0,67.594,10.417,44.663889,-83.372024
48741,118750404.0,2368381.0,45.85,0.914,43.402479,-83.179873
48742,193763148.0,2149824.0,74.812,0.83,44.742724,-83.435666
48743,5287430.0,86589.0,2.041,0.033,44.441124,-83.863151
48744,167659884.0,3396328.0,64.734,1.311,43.348042,-83.359255
48745,193967133.0,123194.0,74.891,0.048,44.5637,-83.484031
48746,210587666.0,1928586.0,81.308,0.745,43.259333,-83.55025
48747,79701152.0,44178.0,30.773,0.017,43.518879,-83.764927
48748,119972654.0,3299187.0,46.322,1.274,44.298025,-83.739031
48749,89963151.0,1241087.0,34.735,0.479,44.053935,-83.900947
48750,248449596.0,30348672.0,95.927,11.718,44.445649,-83.471971
48754,94706177.0,55398.0,36.566,0.021,43.733259,-83.231016
48755,131029848.0,20512558.0,50.591,7.92,43.791501,-83.24562
48756,202486672.0,4736878.0,78.181,1.829,44.233746,-83.973379
48757,142676438.0,81277.0,55.088,0.031,43.469859,-83.676311
48759,128812677.0,4368536.0,49.735,1.687,43.730478,-83.385904
48760,70938038.0,1815907.0,27.389,0.701,43.323051,-83.255006
48761,226423173.0,2995439.0,87.422,1.157,44.510924,-83.89171
48762,116617188.0,361562.0,45.026,0.14,44.82166,-83.46162
48763,241941306.0,11410991.0,93.414,4.406,44.25509,-83.614901
48765,143312858.0,2538123.0,55.333,0.98,44.151556,-83.717952
48766,135105280.0,1146202.0,52.164,0.443,44.105722,-83.839392
48767,192811555.0,26881210.0,74.445,10.379,43.650518,-83.463154
48768,271352390.0,2018295.0,104.77,0.779,43.370831,-83.577539
48770,175682126.0,149723.0,67.831,0.058,44.251183,-83.814184
48801,185048113.0,1591315.0,71.447,0.614,43.374101,-84.677542
48806,167516581.0,863506.0,64.679,0.333,43.186891,-84.500161
48807,72358511.0,64608.0,27.938,0.025,43.150476,-84.402006
48808,63852275.0,6382767.0,24.654,2.464,42.828836,-84.444776
48809,212465829.0,7290465.0,82.034,2.815,43.075299,-85.257962
48811,162738440.0,540860.0,62.834,0.209,43.181498,-84.853735
48813,439794008.0,1332294.0,169.805,0.514,42.579775,-84.845891
48815,71132415.0,658959.0,27.464,0.254,42.834371,-85.258585
48816,1196194.0,736.0,0.462,0.0,42.765009,-83.955981
48817,153059486.0,1069092.0,59.097,0.413,43.013949,-84.042884
48818,65435026.0,4792424.0,25.265,1.85,43.274603,-84.885112
48819,115129414.0,181301.0,44.452,0.07,42.547396,-84.280994
48820,170116420.0,1438397.0,65.682,0.555,42.863913,-84.592296
48821,54903155.0,1040194.0,21.198,0.402,42.641171,-84.647417
48822,83805178.0,738053.0,32.357,0.285,42.835279,-84.763128
48823,58022572.0,565915.0,22.403,0.219,42.764057,-84.459921
48825,3213329.0,70516.0,1.241,0.027,42.727604,-84.48142
48827,289215725.0,2074842.0,111.667,0.801,42.509319,-84.66044
48829,169725003.0,499404.0,65.531,0.193,43.398205,-85.015378
48831,188522072.0,633746.0,72.789,0.245,43.096225,-84.372473
48832,67139626.0,427449.0,25.923,0.165,43.411883,-84.776582
48834,119804587.0,2239061.0,46.257,0.865,43.132585,-85.032114
48835,144985769.0,1097957.0,55.979,0.424,43.024903,-84.749057
48836,240856397.0,871869.0,92.995,0.337,42.669319,-84.076583
48837,205870636.0,1929143.0,79.487,0.745,42.74701,-84.771033
48838,239326523.0,10025036.0,92.404,3.871,43.183357,-85.256667
48840,50126848.0,3298544.0,19.354,1.274,42.763138,-84.379361
48841,61375156.0,686058.0,23.697,0.265,43.112204,-84.239315
48842,46568981.0,607758.0,17.98,0.235,42.633522,-84.538076
48843,233104293.0,7271764.0,90.002,2.808,42.575522,-83.923398
48845,63562481.0,643409.0,24.542,0.248,43.102441,-84.845897
48846,280776301.0,1997156.0,108.408,0.771,42.986125,-85.057887
48847,317130225.0,811662.0,122.445,0.313,43.273232,-84.575579
48848,170777256.0,12771806.0,65.937,4.931,42.887696,-84.353703
48849,214709319.0,2731376.0,82.9,1.055,42.806313,-85.124536
48850,209162962.0,3335334.0,80.758,1.288,43.43527,-85.246047
48851,80779949.0,4348626.0,31.189,1.679,42.951055,-84.9364
48852,1083394.0,0.0,0.418,0.0,43.351692,-85.046069
48853,2422078.0,51532.0,0.935,0.02,43.100122,-84.685621
48854,288926194.0,757179.0,111.555,0.292,42.581698,-84.451612
48855,235510830.0,4025402.0,90.931,1.554,42.681274,-83.8972
48856,71236408.0,16236.0,27.505,0.006,43.19721,-84.733509
48857,59379185.0,1538534.0,22.926,0.594,42.840946,-84.155615
48858,447833566.0,2815203.0,172.91,1.087,43.616033,-84.795459
48860,76653985.0,359582.0,29.596,0.139,43.050812,-84.908954
48861,60731335.0,195241.0,23.449,0.075,42.732509,-84.925032
48864,55850759.0,454711.0,21.564,0.176,42.70417,-84.392139
48865,57895918.0,1262704.0,22.354,0.488,43.090516,-85.104617
48866,126038288.0,621592.0,48.664,0.24,42.99755,-84.376409
48867,356733966.0,5472271.0,137.736,2.113,43.002718,-84.188977
48870,153209.0,0.0,0.059,0.0,43.110408,-84.984752
48871,78426586.0,1959751.0,30.281,0.757,43.156653,-84.673805
48872,145837123.0,4248515.0,56.308,1.64,42.79865,-84.223099
48873,86719301.0,515816.0,33.483,0.199,42.99684,-84.844175
48874,1491533.0,0.0,0.576,0.0,43.186449,-84.594937
48875,223263365.0,3640520.0,86.202,1.406,42.860813,-84.941448
48876,35850674.0,490288.0,13.842,0.189,42.644294,-84.731216
48877,87266818.0,1059665.0,33.694,0.409,43.403734,-84.840802
48878,83151997.0,125957.0,32.105,0.049,43.706095,-84.779858
48879,489687637.0,2064728.0,189.069,0.797,43.003075,-84.577361
48880,194328013.0,1464846.0,75.03,0.566,43.458864,-84.578359
48881,144350266.0,1742997.0,55.734,0.673,42.933122,-85.201584
48883,304650005.0,2476177.0,117.626,0.956,43.543727,-84.673886
48884,157603297.0,2391925.0,60.851,0.924,43.209843,-85.049208
48885,43996771.0,757474.0,16.987,0.292,43.242912,-85.147939
48886,77171350.0,2984575.0,29.796,1.152,43.415719,-85.159692
48888,229240710.0,4669354.0,88.51,1.803,43.314815,-85.106068
48889,76615152.0,700532.0,29.581,0.27,43.285072,-84.8069
48890,80557048.0,588053.0,31.103,0.227,42.766873,-84.966363
48891,110811565.0,1240090.0,42.785,0.479,43.395354,-84.911507
48892,140616856.0,346595.0,54.292,0.134,42.632741,-84.166861
48893,132911969.0,5788034.0,51.318,2.235,43.685543,-84.97505
48894,74559667.0,96692.0,28.788,0.037,42.921496,-84.785911
48895,215090748.0,1153902.0,83.047,0.446,42.688915,-84.279784
48896,705778.0,0.0,0.273,0.0,43.521275,-84.901027
48897,84051309.0,439340.0,32.452,0.17,42.703898,-85.130349
48906,85899558.0,1073651.0,33.166,0.415,42.788027,-84.589435
48910,39380447.0,901844.0,15.205,0.348,42.699177,-84.519955
48911,41166601.0,652241.0,15.895,0.252,42.67301,-84.571422
48912,12429824.0,167935.0,4.799,0.065,42.738361,-84.524017
48915,4698838.0,150808.0,1.814,0.058,42.737952,-84.570937
48917,62986238.0,1389341.0,24.319,0.536,42.725239,-84.639542
48921,922940.0,96580.0,0.356,0.037,42.721347,-84.56083
48933,1953350.0,78151.0,0.754,0.03,42.731996,-84.554683
49001,19960927.0,178797.0,7.707,0.069,42.264543,-85.561545
49002,45742591.0,7198090.0,17.661,2.779,42.195311,-85.562988
49004,54601673.0,364594.0,21.082,0.141,42.353583,-85.563941
49006,16892997.0,4046.0,6.522,0.002,42.292517,-85.631466
49007,9337996.0,48904.0,3.605,0.019,42.302591,-85.588193
49008,16955222.0,526276.0,6.546,0.203,42.263841,-85.617047
49009,266292247.0,3167502.0,102.816,1.223,42.303617,-85.698025
49010,411274072.0,17601209.0,158.794,6.796,42.533307,-85.874766
49011,83714753.0,645097.0,32.322,0.249,42.110137,-85.218699
49012,80330455.0,2950699.0,31.016,1.139,42.36817,-85.34422
49013,152835411.0,1913501.0,59.01,0.739,42.30552,-86.108039
49014,195816179.0,3364208.0,75.605,1.299,42.314549,-85.10625
49015,60959995.0,1668757.0,23.537,0.644,42.275487,-85.229036
49017,143664408.0,5066070.0,55.469,1.956,42.401366,-85.215928
49021,237873180.0,3774692.0,91.843,1.457,42.460434,-85.054743
49022,178193758.0,7312264.0,68.801,2.823,42.112127,-86.359048
49024,44431303.0,464433.0,17.155,0.179,42.206513,-85.617997
49026,76510954.0,2174806.0,29.541,0.84,42.376862,-85.963435
49027,1105549.0,31409.0,0.427,0.012,42.350328,-86.067386
49028,307617139.0,3533310.0,118.772,1.364,41.851471,-85.190234
49029,87187103.0,457820.0,33.663,0.177,42.142409,-85.100314
49030,122695748.0,1782093.0,47.373,0.688,41.865948,-85.338879
49031,296285060.0,12716969.0,114.396,4.91,41.9047,-85.974314
49032,95310088.0,1553093.0,36.799,0.6,41.911488,-85.52287
49033,83599420.0,998718.0,32.278,0.386,42.227502,-85.088714
49034,97995748.0,737506.0,37.836,0.285,42.233525,-85.341209
49036,407754102.0,20313349.0,157.435,7.843,41.90548,-85.031277
49037,64216348.0,1246339.0,24.794,0.481,42.330046,-85.244922
49038,97696832.0,6353166.0,37.721,2.453,42.202822,-86.320868
49040,103900693.0,6155618.0,40.116,2.377,41.965721,-85.329273
49042,140965712.0,3725796.0,54.427,1.439,41.859375,-85.669395
49043,83867110.0,4947615.0,32.381,1.91,42.285992,-86.268503
49045,224579864.0,6803215.0,86.711,2.627,42.102102,-85.999123
49046,204617169.0,19196872.0,79.003,7.412,42.519178,-85.387984
49047,309531119.0,10522027.0,119.511,4.063,41.999696,-86.11868
49048,98170059.0,3503551.0,37.904,1.353,42.272936,-85.487782
49050,64444779.0,1906323.0,24.882,0.736,42.504302,-85.245704
49051,76167762.0,551854.0,29.409,0.213,42.176669,-85.236608
49052,79842621.0,50901.0,30.827,0.02,42.105747,-85.321815
49053,62344752.0,4059920.0,24.071,1.568,42.28924,-85.416755
49055,152391207.0,5457220.0,58.839,2.107,42.368474,-85.857813
49056,146624879.0,4956924.0,56.612,1.914,42.398286,-86.056215
49057,133344153.0,2700408.0,51.484,1.043,42.181948,-86.162944
49058,381669691.0,9774944.0,147.363,3.774,42.636422,-85.29969
49060,48961190.0,5762893.0,18.904,2.225,42.423536,-85.38597
49061,97057172.0,3476357.0,37.474,1.342,41.873542,-85.815243
49064,117693984.0,3843994.0,45.442,1.484,42.220886,-86.049114
49065,112433943.0,5698497.0,43.411,2.2,42.138273,-85.842108
49066,52322367.0,752175.0,20.202,0.29,42.037739,-85.3415
49067,214798548.0,6674860.0,82.934,2.577,42.024172,-85.798766
49068,335275730.0,7062953.0,129.451,2.727,42.275694,-84.940816
49070,68377014.0,1540921.0,26.401,0.595,42.53933,-85.62939
49071,73786571.0,1682414.0,28.489,0.65,42.226439,-85.775518
49072,145399285.0,4047590.0,56.139,1.563,42.012051,-85.460189
49073,180566132.0,2284376.0,69.717,0.882,42.574928,-85.126192
49074,183834.0,0.0,0.071,0.0,42.317468,-85.538723
49075,138652.0,0.0,0.054,0.0,41.917513,-85.448603
49076,144554975.0,1061932.0,55.813,0.41,42.428635,-84.88033
49078,124317785.0,1830242.0,47.999,0.707,42.47251,-85.732849
49079,215373257.0,5514992.0,83.156,2.129,42.240155,-85.908075
49080,201884963.0,5891259.0,77.948,2.275,42.456426,-85.588337
49082,222636093.0,4586301.0,85.96,1.771,41.940929,-84.87654
49083,87502544.0,5178471.0,33.785,1.999,42.37811,-85.461128
49084,48874.0,0.0,0.019,0.0,42.182551,-86.382059
49085,60948201.0,6733624.0,23.532,2.6,42.054277,-86.4626
49087,158389896.0,3150880.0,61.155,1.217,42.124219,-85.700691
49088,83196823.0,2185302.0,32.122,0.844,42.179736,-85.422562
49089,100086738.0,1580636.0,38.644,0.61,42.004878,-85.236055
49090,204121409.0,5909492.0,78.812,2.282,42.407427,-86.214544
49091,225607023.0,13158033.0,87.107,5.08,41.81818,-85.455591
49092,144645930.0,1902152.0,55.848,0.734,42.098874,-84.978737
49093,273792276.0,16785294.0,105.712,6.481,41.972834,-85.649934
49094,147894342.0,4066595.0,57.102,1.57,42.050304,-85.11357
49095,72034228.0,4068632.0,27.813,1.571,41.911662,-85.889223
49096,171822908.0,1520026.0,66.341,0.587,42.645178,-85.021222
49097,192729381.0,7710050.0,74.413,2.977,42.121971,-85.487442
49098,84005890.0,3012837.0,32.435,1.163,42.163885,-86.239986
49099,152954188.0,7098927.0,59.056,2.741,41.793262,-85.671752
49101,56497728.0,166856.0,21.814,0.064,41.9372,-86.482677
49102,40070132.0,1677289.0,15.471,0.648,41.949226,-86.252076
49103,115225821.0,5102726.0,44.489,1.97,41.946299,-86.376474
49104,412372.0,0.0,0.159,0.0,41.963699,-86.358972
49106,40687973.0,4197285.0,15.71,1.621,41.938074,-86.554845
49107,169398551.0,3988253.0,65.405,1.54,41.844909,-86.417637
49111,105808838.0,1550406.0,40.853,0.599,42.022699,-86.291132
49112,111464564.0,6086323.0,43.037,2.35,41.796034,-86.03054
49113,91576411.0,370091.0,35.358,0.143,41.801079,-86.503858
49115,3459968.0,2805226.0,1.336,1.083,41.878186,-86.634236
49116,5460020.0,2490069.0,2.108,0.961,41.853312,-86.663428
49117,49544572.0,5237379.0,19.129,2.022,41.781671,-86.726836
49119,337870.0,1073.0,0.13,0.0,41.874173,-86.549249
49120,304171073.0,6371345.0,117.441,2.46,41.832805,-86.230825
49125,34957076.0,3059428.0,13.497,1.181,41.891897,-86.579415
49126,41413703.0,1293193.0,15.99,0.499,42.032522,-86.371812
49127,41929002.0,6004635.0,16.189,2.318,42.010826,-86.515299
49128,111081807.0,787067.0,42.889,0.304,41.820406,-86.600497
49129,12985748.0,1200720.0,5.014,0.464,41.815482,-86.691068
49130,31256932.0,1871044.0,12.068,0.722,41.774422,-85.860349
49201,395317735.0,12852912.0,152.633,4.963,42.275718,-84.379511
49202,36098625.0,119817.0,13.938,0.046,42.267179,-84.41085
49203,68113940.0,2153677.0,26.299,0.832,42.221835,-84.396625
49220,73363296.0,669307.0,28.326,0.258,41.998622,-84.337415
49221,306755787.0,1687318.0,118.439,0.651,41.902354,-84.064698
49224,256073193.0,5650220.0,98.87,2.182,42.279617,-84.746876
49227,66176610.0,320909.0,25.551,0.124,41.949776,-84.773057
49228,205769129.0,715394.0,79.448,0.276,41.809023,-83.875598
49229,142783462.0,91262.0,55.129,0.035,41.987013,-83.827239
49230,169849975.0,16909218.0,65.579,6.529,42.091609,-84.217344
49232,162576811.0,1809555.0,62.771,0.699,41.740366,-84.664597
49233,55500611.0,2494086.0,21.429,0.963,42.061113,-84.362502
49234,56755900.0,3410316.0,21.914,1.317,42.127037,-84.368713
49235,129324018.0,620114.0,49.932,0.239,41.863913,-84.20092
49236,97228131.0,660074.0,37.54,0.255,42.075966,-83.941794
49237,98738672.0,1806583.0,38.123,0.698,42.170452,-84.65149
49238,73227332.0,459588.0,28.273,0.177,41.90223,-83.785596
49240,273767132.0,9664057.0,105.702,3.731,42.283303,-84.181375
49241,88131925.0,1264362.0,34.028,0.488,42.107843,-84.603335
49242,234694598.0,6787409.0,90.616,2.621,41.886298,-84.622698
49245,250228202.0,2080167.0,96.614,0.803,42.139366,-84.811584
49246,88516208.0,3571919.0,34.176,1.379,42.12779,-84.512436
49247,221526415.0,3792415.0,85.532,1.464,41.837616,-84.338261
49248,85157229.0,0.0,32.879,0.0,41.756424,-84.011181
49249,82960870.0,3837159.0,32.031,1.482,42.029334,-84.454755
49250,202351826.0,1417888.0,78.128,0.547,42.021736,-84.626224
49251,151121409.0,677050.0,58.348,0.261,42.466346,-84.407978
49252,101007213.0,605466.0,38.999,0.234,42.035237,-84.765398
49253,63552184.0,7413906.0,24.538,2.863,41.967948,-84.272771
49254,8400473.0,1634508.0,3.243,0.631,42.227976,-84.316434
49255,103559598.0,893755.0,39.985,0.345,41.771201,-84.84455
49256,152520902.0,141261.0,58.889,0.055,41.746804,-84.214469
49259,72484257.0,2514935.0,27.986,0.971,42.374592,-84.261604
49261,1517832.0,3653.0,0.586,0.001,42.157638,-84.236
49262,59381064.0,56536.0,22.927,0.022,41.963612,-84.46829
49263,259466.0,1153.0,0.1,0.0,42.158902,-84.184302
49264,69470204.0,630561.0,26.823,0.243,42.446232,-84.555061
49265,77886803.0,5640278.0,30.072,2.178,42.006721,-84.175289
49266,114489917.0,1563281.0,44.205,0.604,41.83975,-84.546789
49267,103452693.0,1068812.0,39.943,0.413,41.757323,-83.719429
49268,55888446.0,303047.0,21.579,0.117,41.868705,-83.929015
49269,155475744.0,940739.0,60.03,0.363,42.287158,-84.593587
49270,116065581.0,1066324.0,44.813,0.412,41.873675,-83.680783
49271,142759972.0,463862.0,55.12,0.179,41.831987,-84.453091
49272,29371030.0,2125855.0,11.34,0.821,42.393651,-84.348183
49274,154840429.0,1970078.0,59.784,0.761,41.846682,-84.759784
49276,58535427.0,43693.0,22.601,0.017,41.794583,-83.776666
49277,91995129.0,1414493.0,35.52,0.546,42.388652,-84.469336
49279,68234536.0,0.0,26.346,0.0,41.780799,-84.103949
49282,7585847.0,1657618.0,2.929,0.64,42.034825,-84.402943
49283,35182362.0,900549.0,13.584,0.348,42.207352,-84.550568
49284,137913424.0,1747550.0,53.249,0.675,42.391636,-84.688297
49285,192446477.0,2173745.0,74.304,0.839,42.476547,-84.213034
49286,154567161.0,1404447.0,59.679,0.542,42.010078,-83.927838
49287,72874088.0,1488491.0,28.137,0.575,42.02303,-84.073485
49288,97739974.0,133971.0,37.738,0.052,41.733942,-84.429587
49289,1861768.0,0.0,0.719,0.0,41.768075,-84.107807
49301,146840161.0,3532660.0,56.695,1.364,42.973443,-85.476998
49302,126281844.0,2339141.0,48.758,0.903,42.821539,-85.402238
49303,38916049.0,137877.0,15.026,0.053,43.271549,-85.860632
49304,334911802.0,9355826.0,129.31,3.612,43.907821,-85.872637
49305,119004674.0,3773990.0,45.948,1.457,43.752024,-85.151106
49306,51312879.0,1281348.0,19.812,0.495,43.075016,-85.565281
49307,350732995.0,9851349.0,135.419,3.804,43.699062,-85.489194
49309,302228616.0,22311295.0,116.691,8.614,43.759824,-85.876884
49310,231090954.0,588296.0,89.225,0.227,43.513858,-85.047599
49312,70751517.0,5213457.0,27.317,2.013,43.685372,-85.806607
49315,138658592.0,182457.0,53.536,0.07,42.803705,-85.742196
49316,147371262.0,2802700.0,56.9,1.082,42.793767,-85.550467
49318,46001374.0,436695.0,17.761,0.169,43.227276,-85.820431
49319,225297391.0,5340647.0,86.988,2.062,43.230087,-85.528037
49320,927968.0,0.0,0.358,0.0,43.753585,-85.275467
49321,66874310.0,1428677.0,25.82,0.552,43.073608,-85.681875
49322,66314382.0,2175340.0,25.604,0.84,43.355785,-85.351226
49323,127153761.0,642335.0,49.094,0.248,42.728548,-85.790642
49325,72235839.0,525631.0,27.89,0.203,42.760797,-85.301726
49326,61299317.0,5085565.0,23.668,1.964,43.246177,-85.317292
49327,239299451.0,5848994.0,92.394,2.258,43.323527,-85.845311
49328,146525359.0,1713498.0,56.574,0.662,42.63368,-85.758168
49329,211355612.0,2924514.0,81.605,1.129,43.406472,-85.484884
49330,114819963.0,1097772.0,44.332,0.424,43.241536,-85.736679
49331,234282797.0,7227441.0,90.457,2.791,42.950189,-85.351989
49332,117067919.0,9282098.0,45.2,3.584,43.623061,-85.249119
49333,205952552.0,10028485.0,79.519,3.872,42.69936,-85.461805
49335,2456217.0,0.0,0.948,0.0,42.738506,-85.668451
49336,202882555.0,2568451.0,78.333,0.992,43.508469,-85.435685
49337,290572331.0,22038264.0,112.191,8.509,43.423029,-85.718784
49338,134363072.0,2580120.0,51.878,0.996,43.771655,-85.602264
49339,75865257.0,3803394.0,29.292,1.468,43.331359,-85.496456
49340,223978019.0,2010296.0,86.478,0.776,43.61793,-85.110768
49341,214583022.0,10305913.0,82.851,3.979,43.124135,-85.490928
49342,116377253.0,4357632.0,44.934,1.682,43.690435,-85.315591
49343,136636519.0,6520113.0,52.756,2.517,43.297213,-85.535097
49344,83619636.0,5437095.0,32.286,2.099,42.589905,-85.591301
49345,136642742.0,2730976.0,52.758,1.054,43.15534,-85.703948
49346,166741265.0,7057005.0,64.379,2.725,43.594885,-85.421128
49347,48128826.0,2032023.0,18.583,0.785,43.316687,-85.347044
49348,172203724.0,4852700.0,66.488,1.874,42.685079,-85.610075
49349,482284889.0,28494384.0,186.211,11.002,43.575359,-85.748757
49401,66501336.0,1309761.0,25.676,0.506,42.975656,-85.939287
49402,319723685.0,2002304.0,123.446,0.773,43.933194,-86.029225
49403,122028018.0,848955.0,47.115,0.328,43.140975,-85.857766
49404,161182811.0,1784616.0,62.233,0.689,43.063438,-85.952185
49405,178673711.0,1402554.0,68.986,0.542,43.914692,-86.191237
49406,4846925.0,562623.0,1.871,0.217,42.642345,-86.202866
49408,272941008.0,5406778.0,105.383,2.088,42.571678,-86.116236
49410,111841813.0,4985196.0,43.182,1.925,44.032042,-86.12615
49411,223973195.0,6239611.0,86.477,2.409,44.100414,-86.251761
49412,275172003.0,11958186.0,106.245,4.617,43.468461,-85.948247
49415,76228620.0,778893.0,29.432,0.301,43.150964,-86.114307
49417,120305896.0,21419191.0,46.45,8.27,43.019336,-86.157843
49418,48952211.0,1671455.0,18.901,0.645,42.878123,-85.767925
49419,186798617.0,1999112.0,72.123,0.772,42.679739,-85.980751
49420,291919318.0,16420655.0,112.711,6.34,43.719985,-86.282313
49421,331315317.0,19737576.0,127.922,7.621,43.599328,-86.069388
49423,201011577.0,4239709.0,77.611,1.637,42.743806,-86.083703
49424,148691259.0,18240772.0,57.41,7.043,42.843818,-86.134355
49425,162679916.0,5568175.0,62.811,2.15,43.428815,-86.089288
49426,161994311.0,208449.0,62.546,0.08,42.86327,-85.887574
49428,42713335.0,1938352.0,16.492,0.748,42.920205,-85.838844
49431,268976380.0,50706447.0,103.852,19.578,43.985802,-86.406481
49434,143490.0,818312.0,0.055,0.316,42.769752,-86.218505
49435,56745945.0,464668.0,21.91,0.179,43.024453,-85.835175
49436,80965458.0,18805954.0,31.261,7.261,43.678308,-86.466113
49437,169112593.0,36801174.0,65.295,14.209,43.46135,-86.386504
49440,1553602.0,675803.0,0.6,0.261,43.23747,-86.253396
49441,56307327.0,37261517.0,21.74,14.387,43.182952,-86.282017
49442,109595554.0,9930857.0,42.315,3.834,43.241841,-86.135719
49444,61534425.0,1446741.0,23.759,0.559,43.178683,-86.199103
49445,158443556.0,27073699.0,61.175,10.453,43.292537,-86.293883
49446,82680403.0,2617894.0,31.923,1.011,43.551402,-86.37875
49448,86064192.0,1635393.0,33.23,0.631,43.094485,-86.071659
49449,104365605.0,24447663.0,40.296,9.439,43.793624,-86.388577
49450,76333083.0,1196982.0,29.472,0.462,42.484653,-86.082454
49451,214694532.0,3290352.0,82.894,1.27,43.213069,-85.967762
49452,114247561.0,5766376.0,44.111,2.226,43.506969,-86.260194
49453,28115022.0,2557766.0,10.855,0.988,42.659522,-86.172666
49454,189251427.0,1044043.0,73.07,0.403,43.946346,-86.285056
49455,210237373.0,20918701.0,81.173,8.077,43.610287,-86.378251
49456,64452849.0,22224812.0,24.885,8.581,43.089103,-86.20687
49457,199085138.0,11305113.0,76.867,4.365,43.352735,-86.146187
49458,18569990.0,147959.0,7.17,0.057,43.921128,-86.095158
49459,192287667.0,7615574.0,74.243,2.94,43.741385,-86.112182
49460,141503616.0,18121253.0,54.635,6.997,42.933162,-86.145345
49461,112231342.0,12617746.0,43.333,4.872,43.376222,-86.319255
49464,194944601.0,376304.0,75.269,0.145,42.844801,-85.984794
49503,18596116.0,485102.0,7.18,0.187,42.96212,-85.659394
49504,28583574.0,523344.0,11.036,0.202,42.981579,-85.7107
49505,23052296.0,598941.0,8.901,0.231,42.996477,-85.637735
49506,18867496.0,1408077.0,7.285,0.544,42.945748,-85.613839
49507,14292422.0,0.0,5.518,0.0,42.930659,-85.655176
49508,31243609.0,57902.0,12.063,0.022,42.875094,-85.619304
49509,18783246.0,28009.0,7.252,0.011,42.897764,-85.693418
49512,58579552.0,561908.0,22.618,0.217,42.883151,-85.527472
49519,20646443.0,427218.0,7.972,0.165,42.895737,-85.718265
49525,60954744.0,2595234.0,23.535,1.002,43.021908,-85.5922
49534,90691742.0,2727764.0,35.016,1.053,42.964438,-85.787181
49544,53864107.0,431658.0,20.797,0.167,43.038932,-85.74657
49546,46772756.0,1617815.0,18.059,0.625,42.927758,-85.530189
49548,27394166.0,34597.0,10.577,0.013,42.870454,-85.662605
49601,534273863.0,18345696.0,206.284,7.083,44.245955,-85.510205
49611,4069599.0,0.0,1.571,0.0,44.973683,-84.974489
49612,61121331.0,16729288.0,23.599,6.459,44.864922,-85.239456
49613,60804653.0,7725803.0,23.477,2.983,44.50612,-86.206892
49614,218678336.0,8221367.0,84.432,3.174,44.435034,-86.114343
49615,180522085.0,26979983.0,69.7,10.417,44.964551,-85.206629
49616,95691646.0,880558.0,36.947,0.34,44.579933,-86.090298
49617,116800141.0,17934932.0,45.097,6.925,44.643232,-86.031754
49618,80451484.0,19550.0,31.062,0.008,44.293486,-85.607626
49619,162464530.0,2588700.0,62.728,1.0,44.293058,-85.991212
49620,135341974.0,844675.0,52.256,0.326,44.523532,-85.691242
49621,152102945.0,19350308.0,58.727,7.471,44.86873,-85.770347
49622,116038383.0,11671119.0,44.803,4.506,45.07741,-85.260935
49623,148474016.0,294071.0,57.326,0.114,43.908889,-85.691816
